edgeID,hour,vehicles
67730,EIGHTPM,273
67730,NINEPM,179
67730,TENPM,130
67730,ELEVENPM,68
71094,MIDNIGHT,65
71094,ONEAM,26
71094,TWOAM,21
71094,THREEAM,21
71094,FOURAM,74
71094,FIVEAM,378
71094,SIXAM,1027
71094,SEVENAM,2770
71094,EIGHTAM,4556
71094,NINEAM,2957
71094,TENAM,2556
71094,ELEVENAM,2565
71094,NOON,2482
71094,ONEPM,2391
71094,TWOPM,2530
71094,THREEPM,3371
71094,FOURPM,3632
71094,FIVEPM,4103
71094,SIXPM,3083
71094,SEVENPM,1986
71094,EIGHTPM,1237
71094,NINEPM,814
71094,TENPM,592
71094,ELEVENPM,309
73222,MIDNIGHT,39
73222,ONEAM,15
73222,TWOAM,13
73222,THREEAM,13
73222,FOURAM,45
73222,FIVEAM,231
73222,SIXAM,626
73222,SEVENAM,1689
73222,EIGHTAM,2778
73222,NINEAM,1803
73222,TENAM,1559
73222,ELEVENAM,1564
73222,NOON,1513
73222,ONEPM,1458
73222,TWOPM,1543
73222,THREEPM,2055
73222,FOURPM,2215
73222,FIVEPM,2501
73222,SIXPM,1880
73222,SEVENPM,1211
73222,EIGHTPM,754
73222,NINEPM,496
73222,TENPM,361
73222,ELEVENPM,188
73221,MIDNIGHT,30
73221,ONEAM,12
73221,TWOAM,10
73221,THREEAM,10
73221,FOURAM,34
73221,FIVEAM,178
73221,SIXAM,483
73221,SEVENAM,1303
73221,EIGHTAM,2144
73221,NINEAM,1392
73221,TENAM,1203
73221,ELEVENAM,1207
73221,NOON,1168
73221,ONEPM,1125
73221,TWOPM,1191
73221,THREEPM,1586
73221,FOURPM,1709
73221,FIVEPM,1931
73221,SIXPM,1451
73221,SEVENPM,934
73221,EIGHTPM,582
73221,NINEPM,383
73221,TENPM,278
73221,ELEVENPM,145
50858,MIDNIGHT,54
50858,ONEAM,21
50858,TWOAM,18
50858,THREEAM,18
50858,FOURAM,61
50858,FIVEAM,315
50858,SIXAM,856
50858,SEVENAM,2308
50858,EIGHTAM,3795
50858,NINEAM,2464
50858,TENAM,2130
50858,ELEVENAM,2137
50858,NOON,2068
50858,ONEPM,1992
50858,TWOPM,2108
50858,THREEPM,2808
50858,FOURPM,3026
50858,FIVEPM,3418
50858,SIXPM,2569
50858,SEVENPM,1654
50858,EIGHTPM,1030
50858,NINEPM,678
50858,TENPM,493
50858,ELEVENPM,257
52722,MIDNIGHT,13
52722,ONEAM,5
52722,TWOAM,4
52722,THREEAM,4
52722,FOURAM,14
52722,FIVEAM,75
52722,SIXAM,205
52722,SEVENAM,552
52722,EIGHTAM,908
52722,NINEAM,589
52722,TENAM,510
52722,ELEVENAM,511
52722,NOON,495
52722,ONEPM,477
52722,TWOPM,504
52722,THREEPM,672
52722,FOURPM,724
52722,FIVEPM,818
52722,SIXPM,615
52722,SEVENPM,396
52722,EIGHTPM,246
52722,NINEPM,162
52722,TENPM,118
52722,ELEVENPM,61
69114,MIDNIGHT,23
69114,ONEAM,9
69114,TWOAM,7
69114,THREEAM,7
69114,FOURAM,27
69114,FIVEAM,138
69114,SIXAM,376
69114,SEVENAM,1014
69114,EIGHTAM,1669
69114,NINEAM,1083
69114,TENAM,936
69114,ELEVENAM,939
69114,NOON,909
69114,ONEPM,876
69114,TWOPM,927
69114,THREEPM,1235
69114,FOURPM,1330
69114,FIVEPM,1503
69114,SIXPM,1129
69114,SEVENPM,727
69114,EIGHTPM,453
69114,NINEPM,298
69114,TENPM,217
69114,ELEVENPM,113
67204,MIDNIGHT,13
67204,ONEAM,5
67204,TWOAM,4
67204,THREEAM,4
67204,FOURAM,15
67204,FIVEAM,78
67204,SIXAM,211
67204,SEVENAM,571
67204,EIGHTAM,939
67204,NINEAM,609
67204,TENAM,527
67204,ELEVENAM,528
67204,NOON,511
67204,ONEPM,492
67204,TWOPM,521
67204,THREEPM,694
67204,FOURPM,748
67204,FIVEPM,845
67204,SIXPM,635
67204,SEVENPM,409
67204,EIGHTPM,254
67204,NINEPM,167
67204,TENPM,122
67204,ELEVENPM,63
59067,MIDNIGHT,16
59067,ONEAM,6
59067,TWOAM,5
59067,THREEAM,5
59067,FOURAM,18
59067,FIVEAM,93
59067,SIXAM,254
59067,SEVENAM,686
59067,EIGHTAM,1128
59067,NINEAM,732
59067,TENAM,633
59067,ELEVENAM,635
59067,NOON,615
59067,ONEPM,592
59067,TWOPM,626
59067,THREEPM,835
59067,FOURPM,899
59067,FIVEPM,1016
59067,SIXPM,764
59067,SEVENPM,492
59067,EIGHTPM,306
59067,NINEPM,201
59067,TENPM,146
59067,ELEVENPM,76
57036,MIDNIGHT,8
57036,ONEAM,3
57036,TWOAM,2
57036,THREEAM,2
57036,FOURAM,9
57036,FIVEAM,47
57036,SIXAM,129
57036,SEVENAM,349
57036,EIGHTAM,575
57036,NINEAM,373
57036,TENAM,323
57036,ELEVENAM,324
57036,NOON,313
57036,ONEPM,302
57036,TWOPM,319
57036,THREEPM,425
57036,FOURPM,458
57036,FIVEPM,518
57036,SIXPM,389
57036,SEVENPM,250
57036,EIGHTPM,156
57036,NINEPM,102
57036,TENPM,74
57036,ELEVENPM,39
65040,MIDNIGHT,8
65040,ONEAM,3
65040,TWOAM,2
65040,THREEAM,2
65040,FOURAM,10
65040,FIVEAM,51
65040,SIXAM,138
65040,SEVENAM,374
65040,EIGHTAM,615
65040,NINEAM,399
65040,TENAM,345
65040,ELEVENAM,346
65040,NOON,335
65040,ONEPM,323
65040,TWOPM,342
65040,THREEPM,455
65040,FOURPM,491
65040,FIVEPM,554
65040,SIXPM,416
65040,SEVENPM,268
65040,EIGHTPM,167
65040,NINEPM,110
65040,TENPM,80
65040,ELEVENPM,41
77731,MIDNIGHT,39
77731,ONEAM,15
77731,TWOAM,13
77731,THREEAM,13
77731,FOURAM,44
77731,FIVEAM,230
77731,SIXAM,624
77731,SEVENAM,1682
77731,EIGHTAM,2767
77731,NINEAM,1796
77731,TENAM,1553
77731,ELEVENAM,1558
77731,NOON,1508
77731,ONEPM,1452
77731,TWOPM,1537
77731,THREEPM,2047
77731,FOURPM,2206
77731,FIVEPM,2492
77731,SIXPM,1873
77731,SEVENPM,1206
77731,EIGHTPM,751
77731,NINEPM,494
77731,TENPM,359
77731,ELEVENPM,187
72070,MIDNIGHT,10
72070,ONEAM,4
72070,TWOAM,3
72070,THREEAM,3
72070,FOURAM,12
72070,FIVEAM,63
72070,SIXAM,171
72070,SEVENAM,462
72070,EIGHTAM,760
72070,NINEAM,493
72070,TENAM,426
72070,ELEVENAM,428
72070,NOON,414
72070,ONEPM,399
72070,TWOPM,422
72070,THREEPM,562
72070,FOURPM,606
72070,FIVEPM,684
72070,SIXPM,514
72070,SEVENPM,331
72070,EIGHTPM,206
72070,NINEPM,135
72070,TENPM,98
72070,ELEVENPM,51
65041,MIDNIGHT,8
65041,ONEAM,3
65041,TWOAM,2
65041,THREEAM,2
65041,FOURAM,9
65041,FIVEAM,47
65041,SIXAM,127
65041,SEVENAM,344
65041,EIGHTAM,566
65041,NINEAM,367
65041,TENAM,318
65041,ELEVENAM,319
65041,NOON,308
65041,ONEPM,297
65041,TWOPM,314
65041,THREEPM,419
65041,FOURPM,451
65041,FIVEPM,510
65041,SIXPM,383
65041,SEVENPM,247
65041,EIGHTPM,153
65041,NINEPM,101
65041,TENPM,73
65041,ELEVENPM,38
69713,MIDNIGHT,53
69713,ONEAM,21
69713,TWOAM,17
69713,THREEAM,17
69713,FOURAM,61
69713,FIVEAM,312
69713,SIXAM,847
69713,SEVENAM,2283
69713,EIGHTAM,3754
69713,NINEAM,2437
69713,TENAM,2107
69713,ELEVENAM,2114
69713,NOON,2046
69713,ONEPM,1970
69713,TWOPM,2085
69713,THREEPM,2778
69713,FOURPM,2993
69713,FIVEPM,3381
69713,SIXPM,2541
69713,SEVENPM,1636
69713,EIGHTPM,1019
69713,NINEPM,671
69713,TENPM,488
69713,ELEVENPM,254
53957,MIDNIGHT,12
53957,ONEAM,5
53957,TWOAM,4
53957,THREEAM,4
53957,FOURAM,14
53957,FIVEAM,73
53957,SIXAM,199
53957,SEVENAM,536
53957,EIGHTAM,882
53957,NINEAM,572
53957,TENAM,495
53957,ELEVENAM,496
53957,NOON,480
53957,ONEPM,463
53957,TWOPM,490
53957,THREEPM,652
53957,FOURPM,703
53957,FIVEPM,794
53957,SIXPM,597
53957,SEVENPM,384
53957,EIGHTPM,239
53957,NINEPM,157
53957,TENPM,114
53957,ELEVENPM,59
55563,MIDNIGHT,9
55563,ONEAM,3
55563,TWOAM,3
55563,THREEAM,3
55563,FOURAM,10
55563,FIVEAM,54
55563,SIXAM,148
55563,SEVENAM,400
55563,EIGHTAM,659
55563,NINEAM,427
55563,TENAM,369
55563,ELEVENAM,371
55563,NOON,359
55563,ONEPM,346
55563,TWOPM,366
55563,THREEPM,487
55563,FOURPM,525
55563,FIVEPM,593
55563,SIXPM,446
55563,SEVENPM,287
55563,EIGHTPM,179
55563,NINEPM,117
55563,TENPM,85
55563,ELEVENPM,44
62610,MIDNIGHT,25
62610,ONEAM,10
62610,TWOAM,8
62610,THREEAM,8
62610,FOURAM,28
62610,FIVEAM,147
62610,SIXAM,399
62610,SEVENAM,1075
62610,EIGHTAM,1769
62610,NINEAM,1148
62610,TENAM,992
62610,ELEVENAM,996
62610,NOON,964
62610,ONEPM,928
62610,TWOPM,982
62610,THREEPM,1309
62610,FOURPM,1410
62610,FIVEPM,1593
62610,SIXPM,1197
62610,SEVENPM,771
62610,EIGHTPM,480
62610,NINEPM,316
62610,TENPM,230
62610,ELEVENPM,120
62609,MIDNIGHT,25
62609,ONEAM,10
62609,TWOAM,8
62609,THREEAM,8
62609,FOURAM,29
62609,FIVEAM,148
62609,SIXAM,403
62609,SEVENAM,1086
62609,EIGHTAM,1787
62609,NINEAM,1160
62609,TENAM,1002
62609,ELEVENAM,1006
62609,NOON,973
62609,ONEPM,938
62609,TWOPM,992
62609,THREEPM,1322
62609,FOURPM,1424
62609,FIVEPM,1609
62609,SIXPM,1209
62609,SEVENPM,779
62609,EIGHTPM,485
62609,NINEPM,319
62609,TENPM,232
62609,ELEVENPM,121
76766,MIDNIGHT,20
76766,ONEAM,8
76766,TWOAM,6
76766,THREEAM,6
76766,FOURAM,23
76766,FIVEAM,118
76766,SIXAM,321
76766,SEVENAM,866
76766,EIGHTAM,1424
76766,NINEAM,924
76766,TENAM,799
76766,ELEVENAM,802
76766,NOON,776
76766,ONEPM,747
76766,TWOPM,791
76766,THREEPM,1053
76766,FOURPM,1135
76766,FIVEPM,1282
76766,SIXPM,964
76766,SEVENPM,620
76766,EIGHTPM,386
76766,NINEPM,254
76766,TENPM,185
76766,ELEVENPM,96
64523,MIDNIGHT,21
64523,ONEAM,8
64523,TWOAM,7
64523,THREEAM,7
64523,FOURAM,24
64523,FIVEAM,124
64523,SIXAM,338
64523,SEVENAM,911
64523,EIGHTAM,1499
64523,NINEAM,973
64523,TENAM,841
64523,ELEVENAM,844
64523,NOON,816
64523,ONEPM,786
64523,TWOPM,832
64523,THREEPM,1109
64523,FOURPM,1195
64523,FIVEPM,1349
64523,SIXPM,1014
64523,SEVENPM,653
64523,EIGHTPM,407
64523,NINEPM,267
64523,TENPM,194
64523,ELEVENPM,101
50859,MIDNIGHT,61
50859,ONEAM,24
50859,TWOAM,20
50859,THREEAM,20
50859,FOURAM,69
50859,FIVEAM,355
50859,SIXAM,965
50859,SEVENAM,2602
50859,EIGHTAM,4279
50859,NINEAM,2778
50859,TENAM,2401
50859,ELEVENAM,2409
50859,NOON,2332
50859,ONEPM,2246
50859,TWOPM,2377
50859,THREEPM,3166
50859,FOURPM,3412
50859,FIVEPM,3854
50859,SIXPM,2896
50859,SEVENPM,1865
50859,EIGHTPM,1161
50859,NINEPM,765
50859,TENPM,556
50859,ELEVENPM,290
69292,MIDNIGHT,1
69292,ONEAM,0
69292,TWOAM,0
69292,THREEAM,0
69292,FOURAM,2
69292,FIVEAM,11
69292,SIXAM,31
69292,SEVENAM,84
69292,EIGHTAM,138
69292,NINEAM,90
69292,TENAM,77
69292,ELEVENAM,78
69292,NOON,75
69292,ONEPM,72
69292,TWOPM,77
69292,THREEPM,102
69292,FOURPM,110
69292,FIVEPM,125
69292,SIXPM,94
69292,SEVENPM,60
69292,EIGHTPM,37
69292,NINEPM,24
69292,TENPM,18
69292,ELEVENPM,9
73198,MIDNIGHT,22
73198,ONEAM,8
73198,TWOAM,7
73198,THREEAM,7
73198,FOURAM,25
73198,FIVEAM,128
73198,SIXAM,347
73198,SEVENAM,937
73198,EIGHTAM,1541
73198,NINEAM,1000
73198,TENAM,865
73198,ELEVENAM,867
73198,NOON,839
73198,ONEPM,809
73198,TWOPM,856
73198,THREEPM,1140
73198,FOURPM,1228
73198,FIVEPM,1388
73198,SIXPM,1043
73198,SEVENPM,671
73198,EIGHTPM,418
73198,NINEPM,275
73198,TENPM,200
73198,ELEVENPM,104
48574,MIDNIGHT,57
48574,ONEAM,22
48574,TWOAM,19
48574,THREEAM,19
48574,FOURAM,64
48574,FIVEAM,331
48574,SIXAM,899
48574,SEVENAM,2423
48574,EIGHTAM,3986
48574,NINEAM,2587
48574,TENAM,2237
48574,ELEVENAM,2244
48574,NOON,2172
48574,ONEPM,2092
48574,TWOPM,2214
48574,THREEPM,2949
48574,FOURPM,3178
48574,FIVEPM,3589
48574,SIXPM,2698
48574,SEVENPM,1737
48574,EIGHTPM,1082
48574,NINEPM,712
48574,TENPM,518
48574,ELEVENPM,270
55564,MIDNIGHT,9
55564,ONEAM,3
55564,TWOAM,3
55564,THREEAM,3
55564,FOURAM,10
55564,FIVEAM,53
55564,SIXAM,144
55564,SEVENAM,389
55564,EIGHTAM,640
55564,NINEAM,416
55564,TENAM,359
55564,ELEVENAM,360
55564,NOON,349
55564,ONEPM,336
55564,TWOPM,355
55564,THREEPM,474
55564,FOURPM,510
55564,FIVEPM,577
55564,SIXPM,433
55564,SEVENPM,279
55564,EIGHTPM,174
55564,NINEPM,114
55564,TENPM,83
55564,ELEVENPM,43
57035,MIDNIGHT,9
57035,ONEAM,3
57035,TWOAM,3
57035,THREEAM,3
57035,FOURAM,11
57035,FIVEAM,57
57035,SIXAM,156
57035,SEVENAM,420
57035,EIGHTAM,692
57035,NINEAM,449
57035,TENAM,388
57035,ELEVENAM,389
57035,NOON,377
57035,ONEPM,363
57035,TWOPM,384
57035,THREEPM,512
57035,FOURPM,551
57035,FIVEPM,623
57035,SIXPM,468
57035,SEVENPM,301
57035,EIGHTPM,187
57035,NINEPM,123
57035,TENPM,90
57035,ELEVENPM,46
47529,MIDNIGHT,10
47529,ONEAM,4
47529,TWOAM,3
47529,THREEAM,3
47529,FOURAM,11
47529,FIVEAM,59
47529,SIXAM,160
47529,SEVENAM,432
47529,EIGHTAM,711
47529,NINEAM,461
47529,TENAM,399
47529,ELEVENAM,400
47529,NOON,387
47529,ONEPM,373
47529,TWOPM,395
47529,THREEPM,526
47529,FOURPM,567
47529,FIVEPM,640
47529,SIXPM,481
47529,SEVENPM,310
47529,EIGHTPM,193
47529,NINEPM,127
47529,TENPM,92
47529,ELEVENPM,48
73199,MIDNIGHT,18
73199,ONEAM,7
73199,TWOAM,6
73199,THREEAM,6
73199,FOURAM,20
73199,FIVEAM,106
73199,SIXAM,289
73199,SEVENAM,780
73199,EIGHTAM,1283
73199,NINEAM,832
73199,TENAM,720
73199,ELEVENAM,722
73199,NOON,699
73199,ONEPM,673
73199,TWOPM,712
73199,THREEPM,949
73199,FOURPM,1022
73199,FIVEPM,1155
73199,SIXPM,868
73199,SEVENPM,559
73199,EIGHTPM,348
73199,NINEPM,229
73199,TENPM,166
73199,ELEVENPM,87
72069,MIDNIGHT,14
72069,ONEAM,5
72069,TWOAM,4
72069,THREEAM,4
72069,FOURAM,16
72069,FIVEAM,84
72069,SIXAM,228
72069,SEVENAM,616
72069,EIGHTAM,1013
72069,NINEAM,657
72069,TENAM,568
72069,ELEVENAM,570
72069,NOON,552
72069,ONEPM,531
72069,TWOPM,562
72069,THREEPM,749
72069,FOURPM,807
72069,FIVEPM,912
72069,SIXPM,685
72069,SEVENPM,441
72069,EIGHTPM,275
72069,NINEPM,181
72069,TENPM,131
72069,ELEVENPM,68
69714,MIDNIGHT,63
69714,ONEAM,25
69714,TWOAM,21
69714,THREEAM,21
69714,FOURAM,72
69714,FIVEAM,370
69714,SIXAM,1004
69714,SEVENAM,2706
69714,EIGHTAM,4451
69714,NINEAM,2889
69714,TENAM,2497
69714,ELEVENAM,2506
69714,NOON,2425
69714,ONEPM,2336
69714,TWOPM,2472
69714,THREEPM,3293
69714,FOURPM,3549
69714,FIVEPM,4008
69714,SIXPM,3012
69714,SEVENPM,1940
69714,EIGHTPM,1208
69714,NINEPM,795
69714,TENPM,578
69714,ELEVENPM,302
63441,MIDNIGHT,28
63441,ONEAM,11
63441,TWOAM,9
63441,THREEAM,9
63441,FOURAM,32
63441,FIVEAM,164
63441,SIXAM,444
63441,SEVENAM,1199
63441,EIGHTAM,1972
63441,NINEAM,1280
63441,TENAM,1106
63441,ELEVENAM,1110
63441,NOON,1074
63441,ONEPM,1035
63441,TWOPM,1095
63441,THREEPM,1459
63441,FOURPM,1572
63441,FIVEPM,1775
63441,SIXPM,1334
63441,SEVENPM,859
63441,EIGHTPM,535
63441,NINEPM,352
63441,TENPM,256
63441,ELEVENPM,133
53958,MIDNIGHT,22
53958,ONEAM,8
53958,TWOAM,7
53958,THREEAM,7
53958,FOURAM,25
53958,FIVEAM,128
53958,SIXAM,347
53958,SEVENAM,936
53958,EIGHTAM,1540
53958,NINEAM,999
53958,TENAM,864
53958,ELEVENAM,867
53958,NOON,839
53958,ONEPM,808
53958,TWOPM,855
53958,THREEPM,1139
53958,FOURPM,1228
53958,FIVEPM,1387
53958,SIXPM,1042
53958,SEVENPM,671
53958,EIGHTPM,418
53958,NINEPM,275
53958,TENPM,200
53958,ELEVENPM,104
60135,MIDNIGHT,54
60135,ONEAM,21
60135,TWOAM,18
60135,THREEAM,18
60135,FOURAM,62
60135,FIVEAM,317
60135,SIXAM,860
60135,SEVENAM,2320
60135,EIGHTAM,3815
60135,NINEAM,2477
60135,TENAM,2141
60135,ELEVENAM,2148
60135,NOON,2079
60135,ONEPM,2002
60135,TWOPM,2119
60135,THREEPM,2823
60135,FOURPM,3042
60135,FIVEPM,3436
60135,SIXPM,2582
60135,SEVENPM,1663
60135,EIGHTPM,1036
60135,NINEPM,682
60135,TENPM,496
60135,ELEVENPM,259
53204,MIDNIGHT,12
53204,ONEAM,4
53204,TWOAM,4
53204,THREEAM,4
53204,FOURAM,13
53204,FIVEAM,70
53204,SIXAM,191
53204,SEVENAM,515
53204,EIGHTAM,847
53204,NINEAM,550
53204,TENAM,475
53204,ELEVENAM,477
53204,NOON,461
53204,ONEPM,444
53204,TWOPM,470
53204,THREEPM,627
53204,FOURPM,675
53204,FIVEPM,763
53204,SIXPM,573
53204,SEVENPM,369
53204,EIGHTPM,230
53204,NINEPM,151
53204,TENPM,110
53204,ELEVENPM,57
64129,MIDNIGHT,21
64129,ONEAM,8
64129,TWOAM,7
64129,THREEAM,7
64129,FOURAM,24
64129,FIVEAM,124
64129,SIXAM,338
64129,SEVENAM,912
64129,EIGHTAM,1500
64129,NINEAM,973
64129,TENAM,841
64129,ELEVENAM,844
64129,NOON,817
64129,ONEPM,787
64129,TWOPM,833
64129,THREEPM,1109
64129,FOURPM,1196
64129,FIVEPM,1350
64129,SIXPM,1015
64129,SEVENPM,653
64129,EIGHTPM,407
64129,NINEPM,268
64129,TENPM,195
64129,ELEVENPM,101
67203,MIDNIGHT,17
67203,ONEAM,7
67203,TWOAM,5
67203,THREEAM,5
67203,FOURAM,20
67203,FIVEAM,104
67203,SIXAM,282
67203,SEVENAM,760
67203,EIGHTAM,1251
67203,NINEAM,812
67203,TENAM,702
67203,ELEVENAM,704
67203,NOON,681
67203,ONEPM,656
67203,TWOPM,694
67203,THREEPM,925
67203,FOURPM,997
67203,FIVEPM,1126
67203,SIXPM,846
67203,SEVENPM,545
67203,EIGHTPM,339
67203,NINEPM,223
67203,TENPM,162
67203,ELEVENPM,84
60575,MIDNIGHT,6
60575,ONEAM,2
60575,TWOAM,2
60575,THREEAM,2
60575,FOURAM,7
60575,FIVEAM,35
60575,SIXAM,97
60575,SEVENAM,262
60575,EIGHTAM,432
60575,NINEAM,280
60575,TENAM,242
60575,ELEVENAM,243
60575,NOON,235
60575,ONEPM,226
60575,TWOPM,240
60575,THREEPM,319
60575,FOURPM,344
60575,FIVEPM,389
60575,SIXPM,292
60575,SEVENPM,188
60575,EIGHTPM,117
60575,NINEPM,77
60575,TENPM,56
60575,ELEVENPM,29
69113,MIDNIGHT,27
69113,ONEAM,10
69113,TWOAM,9
69113,THREEAM,9
69113,FOURAM,30
69113,FIVEAM,157
69113,SIXAM,428
69113,SEVENAM,1154
69113,EIGHTAM,1899
69113,NINEAM,1232
69113,TENAM,1065
69113,ELEVENAM,1069
69113,NOON,1034
69113,ONEPM,996
69113,TWOPM,1054
69113,THREEPM,1405
69113,FOURPM,1514
69113,FIVEPM,1710
69113,SIXPM,1285
69113,SEVENPM,827
69113,EIGHTPM,515
69113,NINEPM,339
69113,TENPM,246
69113,ELEVENPM,128
77730,MIDNIGHT,34
77730,ONEAM,13
77730,TWOAM,11
77730,THREEAM,11
77730,FOURAM,38
77730,FIVEAM,198
77730,SIXAM,538
77730,SEVENAM,1451
77730,EIGHTAM,2387
77730,NINEAM,1549
77730,TENAM,1339
77730,ELEVENAM,1344
77730,NOON,1301
77730,ONEPM,1253
77730,TWOPM,1326
77730,THREEPM,1766
77730,FOURPM,1903
77730,FIVEPM,2150
77730,SIXPM,1616
77730,SEVENPM,1040
77730,EIGHTPM,648
77730,NINEPM,426
77730,TENPM,310
77730,ELEVENPM,162
